"정본CSV행번호","우선순위","업소명","시도","시군구","소재지도로명주소","할인정보","적용대상","이용조건","인증방법","기존출처유형","기존출처URL","기존최근확인일","재확인기준","검증결과","새출처유형","새출처URL","새최근확인일","제안혜택상태","정본반영여부","검토메모"
"406","P1","장수인삼족발보쌈","경기도","파주시","파주시 적성면 칠중3길 15 1층","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"407","P1","짱미엔","경기도","파주시","파주시 적성면 솥뒤로 14-1","음료수+군만두 제공+곱빼기","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"408","P1","탕수육","경기도","파주시","파주시 적성면 청송로 1061 1층","곱빼기(2000원 할인) 또는 음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"409","P1","파주연천축협 정육식당","경기도","파주시","파주시 적성면 솥뒤로 32-2","음료수 제공+20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"410","P1","현대식당","경기도","파주시","파주시 적성면 청송로 1039","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"411","P1","화정족발 적성점","경기도","파주시","파주시 적성면 청송로 1027","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"412","P1","애플트리","경기도","파주시","파주시 적성면 국사로 293","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"413","P1","상원포크","경기도","파주시","파주시 조리읍 봉천로 63","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"414","P1","샤브올데이 파주봉일천점","경기도","파주시","파주시 조리읍 통일로 292 1층","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"415","P1","굿타임","경기도","파주시","파주시 탄현면 새오리로161번길 53-34","10%이상 할인(숙박요금 70000→60000원)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"416","P1","벨리타","경기도","파주시","파주시 탄현면 새오리로161번길 53-28","10%이상 할인(숙박요금 70000→60000원)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"417","P1","파주풀빌라워라밸호스텔","경기도","파주시","파주시 탄현면 엘지로 709","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"418","P1","피카소","경기도","파주시","파주시 탄현면 성동로 34","20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"419","P1","헤이리풀빌라워라밸호스텔","경기도","파주시","파주시 탄현면 샘철길 38-12","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"420","P1","호텔위즈","경기도","파주시","파주시 탄현면 성동로 20-45","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"421","P1","DMZ장단콩두부마을","경기도","파주시","파주시 탄현면 평화로 902","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"422","P1","더위즈(The WIZ)","경기도","파주시","파주시 탄현면 성동로 20-45","20~30%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"423","P1","물고기자리","경기도","파주시","파주시 탄현면 헤이리마을길 48-48","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"424","P1","베로키오","경기도","파주시","파주시 탄현면 새오리로 74","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"425","P1","복드림한우고기","경기도","파주시","파주시 탄현면 새오리로 48","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"426","P1","어화둥둥","경기도","파주시","파주시 탄현면 새오리로 113-46","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"427","P1","옛날시골밥상","경기도","파주시","파주시 탄현면 새오리로 10","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"428","P1","오두산막국수 통일로직영점","경기도","파주시","파주시 탄현면 성동로 17","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"429","P1","용궁칼국수","경기도","파주시","파주시 탄현면 새오리로 59-52","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"430","P1","전라도갈치찜전문점","경기도","파주시","파주시 탄현면 매봉길 12","3%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"431","P1","전망대 누룽지 백숙","경기도","파주시","파주시 탄현면 새오리로 215-36","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"432","P1","짹짹곳간","경기도","파주시","파주시 탄현면 새오리로339번길 79-48 2층","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"433","P1","청송마루","경기도","파주시","파주시 탄현면 방촌로 1071","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"434","P1","초원","경기도","파주시","파주시 탄현면 엘씨디로241번길 50-2 B102호","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"435","P1","최고야짬뽕","경기도","파주시","파주시 탄현면 필승로 490","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"436","P1","평양만두","경기도","파주시","파주시 탄현면 새오리로 193","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"437","P1","해민도예","경기도","파주시","파주시 탄현면 새오리로 209-19","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"438","P1","흔적","경기도","파주시","파주시 탄현면 새오리로 59-20","20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"439","P1","디엠지라운지(DMZ LOUNGE)","경기도","파주시","파주시 탄현면 새오리로161번길 90","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"441","P1","카페퀴너스","경기도","파주시","경기도 파주시탄현면새오리로691층 (탄현면성동리, 프로방스힐)","서비스 이용료의 10% 할인","예비군(당해연도 병무청 주관 동원훈련 이수자 및 병무청 모범 예비군 선발자),복무중인 사람,병역명문가","제한없음 | 혜택기간: 2024-08-14~2026-12-31","당해년도 동원훈련이수증, 복무확인서, 병역명문가","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"442","P1","6000컷트","경기도","파주시","파주시 파주읍 술이홀로 470","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"443","P1","로즈헤어샾","경기도","파주시","파주시 파주읍 파발로 4","12%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"444","P1","남해바다","경기도","파주시","파주시 파주읍 시장거리길 59-7","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"445","P1","뚱이네","경기도","파주시","파주시 파주읍 교육길 45-32 나동 102호","콜라+공기밥 제공+모든 메뉴 곱빼기","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"446","P1","바리루스","경기도","파주시","파주시 파주읍 봉서산로 245 2층 일부호","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"447","P1","봉황가","경기도","파주시","파주시 파주읍 우계로 35-1","결제금액 10% 할인+음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"448","P1","소풍N","경기도","파주시","파주시 파주읍 우계로 24","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"449","P1","웅이네 의정부부대찌개","경기도","파주시","파주시 파주읍 파발로 9","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"450","P1","이조맛집","경기도","파주시","파주시 파주읍 술이홀로 392","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"451","P1","짜장마을","경기도","파주시","파주시 파주읍 술이홀로 463","짜장 5000원","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"452","P1","조아의 하루 주내점","경기도","파주시","파주시 파주읍 우계로 6 101호","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"453","P1","아비숑","경기도","파주시","파주시 파평면 화석정로126번길 122-35","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"454","P1","포시즌","경기도","파주시","파주시 파평면 화석정로126번길 144-20","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"455","P1","샘내 손두부","경기도","파주시","파주시 파평면 청송로 551-7","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"456","P1","임꺽정 한우마을","경기도","파주시","파주시 파평면 화석정로 104","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"457","P1","임진강수라상","경기도","파주시","파주시 파평면 화석정로 101","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"458","P1","한우리매운탕","경기도","파주시","파주시 파평면 장승배기로 173-8","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"459","P1","앵무새카페","경기도","파주시","파주시 파평면 파평산로363번길 32-9","20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"461","P1","제부도디앤와이펜션","경기도","화성시","경기도 화성시 만세구서신면해안길114(서신면제부리)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-13~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"462","P1","동타안","경기도","화성시","경기도 화성시 동탄구동탄반송1길231층 (반송동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-13~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"463","P1","고스트헤어(검단신도시점)","인천광역시","검단구","인천광역시 검단구발산로41205호(원당동, 정석프라자)","서비스 이용료의 5~10% 할인","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2024-08-08~","동원훈련이수증,모범예비군증,복무확인서,명문가증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
